grid_id,total_trips,sum_of_passengers,sum_of_costs,sum_of_tips,count_of_payment_by_card,count_of_payment_by_cash,sum_of_duration_in_seconds,grid_index
CJ-120,117,186,2423.82,419.93,60,55,103180,1232
CK-120,200,345,3632.63,206.84,67,120,226880,1233
CL-120,205,249,3341.47,323.25,109,84,337547,1234
CM-120,70,140,1330.23,97.53,22,46,67711,1235
CN-120,59,118,1119.27,113.45,23,33,58720,1236
CO-120,92,146,2849.92,307.73,62,26,223845,1237
CP-120,8,10,181.96,4.56,1,6,7987,1238
CR-120,1,1,5.3,0,0,1,177,1240
CS-120,21,32,438.75,56.46,10,9,14409,1241
CT-120,5,11,229.95,44.91,4,0,6355,1242
CU-120,19,23,1016.34,83.64,8,9,30936,1243
CV-120,13,15,246.33,63.43,7,6,12521,1244
CY-120,1,1,28.3,3,1,0,1567,1246
CZ-120,1,5,11.3,0,0,1,701,1247
DB-120,1,1,12.3,0,0,1,934,1248
DC-120,1,1,27.96,4.66,1,0,1706,1249
DG-120,1,1,14.16,2.36,1,0,947,1250
DH-120,1,5,13.38,0,0,1,532,1251
DI-120,10,14,752.65,42.96,4,4,50515,1252
DL-120,2,4,140.2,22.1,2,0,8545,1254
DM-120,6,17,851.37,151.25,4,2,24595,1255
DO-120,9,13,480.31,58.41,5,1,26076,1256
DP-120,1,1,25.8,0,1,0,1327,1257
DQ-120,67,113,4378.67,876.17,49,12,154434,1258
DR-120,17,25,719.38,55.15,11,5,51805,1259
DS-120,10,22,606.19,29.11,5,3,28434,1260
DT-120,19,26,1824.44,374,14,4,70188,1261
DU-120,9,10,161.06,10.06,5,2,7959,1262
DV-120,3,4,157.9,120,1,2,2034,1263
DW-120,6,10,375.49,24.86,4,2,42476,1264
DZ-120,1,1,13.56,2.26,1,0,749,1267
EJ-120,1,3,98.34,0,0,1,5884,1269
EK-120,1,1,90.3,10,1,0,22,1270
FH-120,1,1,33.3,0,1,0,2156,1273
FJ-120,1,1,200.3,15,1,0,49,1275
AC-119,2,2,7.6,0,0,2,35,1283
AD-119,2,2,7.6,0,0,2,40,1284
AE-119,1,1,4.3,0,0,1,26,1285
AF-119,1,1,4.3,0,0,1,29,1286
AH-119,4,8,605.4,105.9,3,1,99,1288
AJ-119,1,1,151.3,15,1,0,25,1290
AK-119,1,1,52.8,0,0,1,2,1291
AL-119,4,5,229.2,0,1,3,1036,1292
AQ-119,4,4,157.43,9.73,4,0,12767,1293
AY-119,3,7,125.48,25,1,2,2239,1295
AZ-119,3,7,583.36,145.68,3,0,10988,1296
BB-119,1,1,89.49,20.65,1,0,4182,1298
BC-119,1,1,50.3,0,1,0,1536,1299
BD-119,5,8,191.81,44.23,5,0,4750,1300
BE-119,1,1,13.3,5,1,0,404,1301
BF-119,3,3,89.9,13,1,2,488,1302
BH-119,24,32,726.96,166.56,6,18,12169,1304
BI-119,4,6,1085.45,436,3,1,5852,1305
BJ-119,6,6,218.3,0,0,5,2674,1306
BK-119,1,1,67.29,0,0,1,1254,1307
BM-119,2,6,72.72,0,0,2,2592,1309
BO-119,5,12,213.76,35.76,2,2,86231,1311
BP-119,27,33,520.26,66.04,21,5,20953,1312
BQ-119,100,320,1675.15,192.62,65,35,82509,1313
BR-119,14,20,1547.52,347.36,6,7,19407,1314
BS-119,39,64,1783.6,301.77,21,18,37139,1315
BT-119,7,15,137.98,16.38,4,3,5630,1316
BU-119,61,64,1462.08,55.1,13,48,28103,1317
BX-119,7,8,388.08,0.2,1,5,7310,1318
BY-119,17,19,661.61,53.65,9,6,20672,1319
BZ-119,21,44,604.36,49.4,10,10,16656,1320
CA-119,57,79,2341.96,310.76,30,22,50868,1321
CB-119,56,89,1151.06,128.02,25,28,46100,1322
CC-119,45,71,1176.73,160.03,23,21,46430,1323
CD-119,206,322,3326.49,164.46,63,139,247354,1324
CE-119,275,451,5726.85,434.26,92,179,327313,1325
CF-119,83,133,1588.63,108.95,32,50,112845,1326
CG-119,51,86,1122.69,85.81,23,23,48153,1327
CH-119,103,174,2057.92,176.4,46,48,107527,1328
CI-119,136,191,1932.95,125.63,48,85,96641,1329
CJ-119,163,283,3511.82,314.2,72,89,169598,1330
CK-119,246,388,4063.86,362.82,98,142,340200,1331
CL-119,97,174,1662.07,166.92,40,51,77153,1332
CM-119,23,37,668.44,127.88,11,11,25232,1333
CN-119,42,78,747.94,55.68,11,30,33899,1334
CO-119,26,43,535.65,42.35,16,10,27130,1335
CP-119,7,14,144.82,10.72,3,4,6763,1336
CR-119,26,36,701.76,80.14,8,18,27278,1338
CS-119,18,31,650.36,92.88,9,8,27271,1339
CT-119,3,7,95.4,0,1,2,3705,1340
CU-119,30,46,1406.12,133.22,18,11,48951,1341
CV-119,49,69,1913.48,179.42,27,21,115172,1342
CW-119,4,5,134.46,6.26,1,2,7159,1343
CX-119,1,2,7.3,0,0,1,434,1344
CY-119,3,3,61.36,9.92,3,0,2566,1345
DB-119,3,3,84,8.06,1,2,3862,1346
DC-119,3,3,34.9,1.5,1,2,2477,1347
DD-119,1,1,70.01,11.67,1,0,2004,1348
DG-119,14,17,290.98,17.2,9,5,10138,1349
DI-119,9,24,238.65,5.41,4,5,10998,1351
DQ-119,1,1,52,0,0,1,1860,1355
DR-119,10,17,1636.59,80.47,5,5,29764,1356
DS-119,27,55,3543.19,769.99,15,9,83527,1357
DT-119,53,80,4347.22,523.31,33,18,201838,1358
DU-119,11,18,954.68,58.14,8,3,28357,1359
DV-119,6,11,219.5,7.7,3,3,12620,1360
DW-119,2,3,45.85,4.25,2,0,1281,1361
DY-119,2,4,94.1,0,1,1,534,1363
EJ-119,1,1,25.3,0,1,0,22,1366
EK-119,2,2,336.39,97.75,2,0,493,1367
EL-119,1,1,8.8,0,0,1,258,1368
EO-119,1,3,14.3,0,0,1,740,1370
EY-119,1,1,21.3,0,0,1,622,1371
Q-118,1,1,206.79,30,1,0,92,1378
AA-118,1,1,63.36,10.56,1,0,2567,1383
AH-118,1,5,6.3,0,0,1,177,1385
AJ-118,1,1,211.3,182,1,0,3,1387
AR-118,2,3,12.16,1.06,1,1,455,1393
AZ-118,3,3,147.66,2.76,2,1,5122,1395
BC-118,7,12,310.42,83.24,5,2,2795,1397
BD-118,9,16,1059.94,259.49,8,1,12927,1398
BE-118,10,13,788.97,124.62,7,2,13757,1399
BF-118,1,1,71.2,16.4,1,0,3054,1400
BG-118,1,1,30.8,16.5,1,0,471,1401
BH-118,7,8,196.14,23.54,4,3,6360,1402
BI-118,11,14,420.97,8.83,4,5,12825,1403
BJ-118,15,54,289.53,28.09,4,9,9559,1404
BK-118,5,6,699.23,210.69,3,2,7050,1405
BL-118,7,13,186.63,21.37,4,3,6349,1406
BM-118,30,70,789.12,74.54,22,8,36029,1407
BN-118,15,23,957.3,109.6,8,6,20833,1408
BO-118,46,114,836.09,154.75,19,26,36007,1409
BP-118,10,14,161.28,27.78,10,0,9194,1410
BQ-118,11,18,190,14.66,4,6,8930,1411
BR-118,93,495,1359.93,136.41,61,32,81158,1412
BS-118,15,55,337.59,16.09,12,2,7320,1413
BT-118,3,8,50.98,16,1,2,672,1414
BX-118,111,161,3177.73,381.69,66,42,125935,1415
BY-118,57,82,2402.14,229.72,23,28,57953,1416
BZ-118,19,29,547.85,47.15,5,13,22387,1417
CA-118,3,5,85.6,11.66,1,2,3973,1418
CB-118,97,132,1934.48,108.44,26,68,87100,1419
CC-118,120,193,1729.27,78.78,33,77,323244,1420
CD-118,70,112,1353.59,93.27,33,36,72380,1421
CE-118,29,48,636.16,71.38,16,13,29619,1422
CF-118,35,59,1373.89,73.65,18,14,53795,1423
CG-118,105,146,1809.46,122.3,45,58,91031,1424
CH-118,45,80,930.58,42.06,16,26,43296,1425
CI-118,207,331,3650.67,265.43,88,118,191157,1426
CJ-118,137,248,3392.08,238.59,64,64,230456,1427
CK-118,521,899,8799.02,590.22,202,310,571799,1428
CL-118,182,324,3574.66,248.33,67,113,179275,1429
CM-118,81,87,1549.17,143.75,46,35,85166,1430
CN-118,57,104,1049.28,145.58,37,19,50713,1431
CO-118,21,24,347.28,27.08,9,11,16026,1432
CP-118,13,19,273.37,15.97,3,10,12142,1433
CQ-118,148,233,3608.31,478.48,71,74,158824,1434
CR-118,102,174,2167.51,155.77,48,49,127927,1435
CS-118,10,10,322.46,36.38,6,3,14525,1436
CT-118,9,17,183.1,45,3,5,7960,1437
CU-118,8,18,407.9,53.38,4,4,36312,1438
CV-118,22,47,1357.81,143.77,10,9,33310,1439
CW-118,4,5,82.6,8.36,1,3,4201,1440
CY-118,1,1,20.3,0,0,1,1346,1442
CZ-118,3,14,28.46,2.06,1,2,1680,1443
DB-118,1,1,33.5,6.7,1,0,1520,1445
DC-118,2,2,49.32,8.22,2,0,2488,1446
DD-118,1,2,43.34,5,1,0,2249,1447
DE-118,1,1,105.96,17.66,1,0,2918,1448
DG-118,1,1,6.8,0,0,1,411,1449
DI-118,7,13,120.42,3.66,1,6,5037,1450
DJ-118,1,1,58.34,0,1,0,2313,1451
DN-118,2,5,71.9,2.26,1,1,4604,1453
DP-118,1,5,70.3,5,1,0,4767,1454
DQ-118,1,3,51.8,0,1,0,3185,1455
DS-118,2,4,461.48,60.06,1,1,6761,1457
DT-118,5,6,157.43,8.85,2,2,9757,1458
DU-118,30,51,1661.31,338.69,20,7,46199,1459
DV-118,12,17,920.62,273.94,6,4,37542,1460
DW-118,1,1,99.3,10,1,0,138,1461
DX-118,1,2,58.34,0,0,1,3765,1462
EB-118,1,1,15.96,2.66,1,0,489,1466
EF-118,1,1,7.8,1,1,0,441,1467
EK-118,1,2,293.3,200,1,0,5084,1468
F-117,1,1,178.05,0,0,0,1211,1472
AB-117,1,1,153.3,153,1,0,418,1481
AI-117,1,1,210,16.2,1,0,236,1486
AK-117,1,2,144.35,24.05,1,0,27,1488
AL-117,13,23,187.2,21.8,8,5,8939,1489
AM-117,1,1,3.3,0,0,1,17,1490
AN-117,1,1,18.96,3.16,1,0,1167,1491
AO-117,1,2,162.3,0,1,0,37,1492
AZ-117,10,16,391.72,41.18,8,2,18600,1495
BB-117,2,4,46.89,5.79,1,1,2112,1497
BC-117,9,11,769.93,199.74,5,4,13812,1498
BD-117,10,28,1170.48,788.32,8,2,111619,1499
BE-117,1,1,66.4,62.6,1,0,3,1500
BH-117,8,14,175.31,27.41,3,4,2371,1503
BI-117,3,4,43.9,0,0,3,2177,1504
BJ-117,1,1,33.36,5.56,1,0,2744,1505
BK-117,1,1,7.3,0,0,1,391,1506
BL-117,1,2,3.3,0,0,1,8,1507
BM-117,21,86,460.52,55.24,15,6,19066,1508
BN-117,5,11,366.14,42.4,5,0,10416,1509
BO-117,17,33,558.14,34,12,3,15895,1510
BP-117,14,23,396.7,30,5,7,5572,1511
BQ-117,3,7,70.9,0,1,2,3149,1512
BR-117,362,1591,5143.9,603.48,252,110,375824,1513
BS-117,8,9,140.44,10.54,2,6,6020,1514
BT-117,1,1,32.81,5.47,1,0,979,1515
BW-117,6,7,123.06,3.76,2,4,5710,1516
BX-117,128,193,3607.08,324.28,58,67,214077,1517
BY-117,278,430,7947.39,576.05,107,160,347228,1518
BZ-117,170,276,4245.82,396.57,84,81,148107,1519
CA-117,16,19,223.42,16.12,4,11,8875,1520
CB-117,68,107,1618.03,123,32,35,67794,1521
CC-117,49,59,1258.19,174.6,24,24,49772,1522
CD-117,62,91,1354.11,161.45,31,27,139562,1523
CE-117,104,179,1842.13,137.73,45,53,156364,1524
CF-117,117,208,2630.1,138.77,35,74,101700,1525
CG-117,306,515,5681.9,395.41,101,199,268912,1526
CH-117,355,457,4260.14,194.62,67,167,185632,1527
CI-117,160,237,3066.67,282.64,74,74,133408,1528
CJ-117,254,397,5192.78,474.24,115,136,244499,1529
CK-117,118,166,2054.49,152.43,46,67,100451,1530
CL-117,96,166,2057.44,164.25,38,55,255877,1531
CM-117,48,83,911.69,56.76,21,23,46708,1532
CN-117,132,237,2557.42,254.95,65,62,126645,1533
CO-117,32,46,782.78,111.92,14,18,28703,1534
CP-117,137,240,2731.9,238.9,49,86,138258,1535
CQ-117,89,137,1886.14,59.16,33,54,99987,1536
CR-117,50,81,1353.17,77.67,30,17,72401,1537
CS-117,34,61,702.9,54.2,17,15,30660,1538
CT-117,9,10,242.75,22.05,3,6,12813,1539
CU-117,7,7,353.54,21.76,5,1,12859,1540
CV-117,33,54,1917.14,136.16,16,15,49721,1541
CX-117,1,1,68.8,10,1,0,198,1543
CY-117,1,6,14.12,2.82,1,0,776,1544
CZ-117,1,1,8.19,1.89,1,0,284,1545
DC-117,1,1,20.76,3.46,1,0,2210,1546
DE-117,1,1,67.09,8.75,1,0,4202,1547
DH-117,1,3,9.8,0,0,1,219,1548
DI-117,4,5,349.28,63.46,3,1,16163,1549
DK-117,4,6,48.62,5.42,3,1,3295,1550
DN-117,1,1,70.01,11.67,1,0,3327,1552
DP-117,8,10,145.52,16.12,4,4,8308,1553
DQ-117,1,1,27.36,4.56,1,0,1063,1554
DR-117,1,4,58.34,0,0,1,3999,1555
DS-117,3,5,223.68,16.24,2,1,2851,1556
DT-117,11,16,1035.81,143.81,8,2,22547,1557
DU-117,3,5,149.49,45.55,2,1,4238,1558
DV-117,4,4,331.31,36.12,3,1,9260,1559
DW-117,5,7,413.24,167.9,4,1,3567,1560
DX-117,10,12,729.6,674.6,9,1,1376,1561
DZ-117,1,1,23.3,0,0,1,1286,1563
EA-117,1,4,99.89,23.05,1,0,4346,1564
ED-117,6,10,90.66,9.86,4,2,5680,1566
FD-117,1,1,13.3,0,0,1,1096,1572
B-116,1,1,95.3,10,1,0,36,1575
AN-116,3,7,380.94,42.54,1,2,5333,1598
AS-116,1,1,0.3,0,0,0,81,1602
AT-116,1,1,0.3,0,0,0,148,1603
AZ-116,2,2,197.18,66,1,1,5541,1604
BA-116,3,3,137.82,24.34,2,1,5120,1605
BB-116,13,16,1047.1,200.22,8,5,15534,1606
BC-116,15,27,3688.49,2032,12,3,40947,1607
BE-116,1,1,35.3,0,0,1,1316,1609
BF-116,4,4,153.28,20,2,2,5086,1610
BI-116,3,4,30.65,1.25,1,2,1270,1613
BL-116,3,3,135.81,21.37,2,1,5772,1616
BM-116,7,20,165.18,49.08,5,2,5077,1617
BN-116,1,1,50.8,0,0,1,2269,1618
BP-116,2,3,57.1,0,1,1,3300,1620
BQ-116,252,1205,3952.61,442.95,170,81,206864,1621
BR-116,23,111,390.8,52.78,15,8,16649,1622
BS-116,1,2,26.76,4.46,1,0,1634,1623
BW-116,23,44,859.43,114.21,15,8,25809,1624
BX-116,81,121,1802.08,287.92,38,41,61303,1625
BY-116,430,681,9271.3,727.5,187,225,459355,1626
BZ-116,1237,2081,23272.65,1461.37,441,771,1118077,1627
CA-116,223,339,4257.66,474.8,92,124,185303,1628
CB-116,47,72,1112.42,71.64,16,30,48416,1629
CC-116,55,74,1080.42,126.73,25,26,42885,1630
CD-116,56,77,1212.67,204.84,25,27,52552,1631
CE-116,58,87,1599.94,113.26,30,28,52011,1632
CF-116,153,238,2366.07,195.53,49,97,113754,1633
CG-116,31,51,674.38,31.43,16,13,30143,1634
CH-116,340,445,4759.59,531.69,109,198,270068,1635
CI-116,193,269,2708.99,208.39,54,89,115258,1636
CJ-116,285,444,4741.93,365.61,132,145,323234,1637
CK-116,88,167,1516.79,102.72,30,58,76285,1638
CL-116,125,233,2734.61,317.63,68,52,134647,1639
CM-116,32,43,745.55,61.15,9,22,32464,1640
CN-116,48,80,927.98,89.04,20,27,49234,1641
CO-116,159,253,3387.25,317.41,73,83,172412,1642
CP-116,73,129,1221.74,108.9,33,39,70397,1643
CQ-116,69,131,1759.39,319.65,42,26,169464,1644
CR-116,47,72,974.62,61.9,24,19,53788,1645
CS-116,11,16,282.63,27.79,5,6,17449,1646
CT-116,17,25,332.46,25.06,5,11,9810,1647
CU-116,8,9,333.53,1.71,4,4,10522,1648
CV-116,25,50,1121.9,72.34,7,14,29709,1649
CY-116,1,3,21.3,2,1,0,1374,1650
CZ-116,8,19,133.06,3.66,3,5,8337,1651
DC-116,2,2,69.6,0,0,2,3387,1652
DD-116,3,3,35.02,4.62,2,1,2077,1653
DF-116,2,2,79.14,11,2,0,4860,1654
DH-116,3,4,86.94,12,3,0,2471,1655
DI-116,1,1,70.01,11.67,1,0,2280,1656
DJ-116,7,8,143.58,5.4,3,4,6406,1657
DK-116,1,1,4.8,0,0,1,192,1658
DL-116,1,1,60.3,6,1,0,1968,1659
DM-116,1,2,59.3,0,0,1,3230,1660
DO-116,1,6,68.34,10,1,0,3877,1661
DQ-116,1,1,47.87,9.57,1,0,1397,1663
DR-116,1,2,29.76,4.96,1,0,1800,1664
DT-116,3,3,102.2,6.26,1,2,5529,1666
DU-116,4,8,249.08,33.3,2,2,12008,1667
DV-116,24,30,457.79,111.04,13,8,18528,1668
DW-116,4,11,84.46,1.26,1,3,4102,1669
DX-116,1,1,38.3,0,0,1,323,1670
DY-116,6,7,257.13,28.3,3,3,2922,1671
EA-116,1,1,7.8,0,0,1,332,1673
EN-116,1,2,130.85,5,1,0,30,1681
EO-116,1,1,97.8,2.5,1,0,50,1682
EU-116,3,4,86.2,9.76,3,0,4456,1685
GY-116,1,1,11.16,1.86,1,0,625,1687
A-115,1,1,156.36,26.06,1,0,3526,1688
G-115,1,1,240.5,20,1,0,423,1690
AB-115,1,1,140.3,10,1,0,221,1702
AE-115,1,1,146.55,15,1,0,1920,1704
AN-115,3,10,98.74,0,0,1,2105,1709
AO-115,2,4,95.6,0,1,1,889,1710
AQ-115,1,1,10.56,1.76,1,0,587,1712
AT-115,4,5,239.37,25.16,1,1,6181,1713
AZ-115,11,12,1130.95,607.56,4,7,18944,1714
BA-115,2,6,16.1,0,0,2,642,1715
BB-115,4,8,112.49,13.75,1,3,4727,1716
BC-115,1,2,14.12,2.82,1,0,779,1717
BD-115,1,1,14.8,0,0,0,603,1718
BE-115,5,7,383.11,50.03,3,2,5832,1719
BF-115,2,2,17.1,0,0,2,755,1720
BH-115,1,1,10.3,0,0,1,446,1722
BJ-115,1,1,90.3,0,0,1,26,1724
BK-115,3,3,104.9,0,0,2,9943,1725
BL-115,3,3,36.9,1,1,2,1832,1726
BM-115,2,2,29.66,7.56,2,0,1446,1727
BN-115,1,1,15.96,2.66,1,0,1035,1728
BO-115,48,177,750.16,94.76,40,8,42121,1729
BP-115,10,48,121.25,17.75,9,1,6000,1730
BQ-115,106,288,1713.07,175.61,70,36,95757,1731
BR-115,9,22,153.84,6.56,2,7,6411,1732
BW-115,33,70,867.84,76.39,16,14,32010,1733
BX-115,46,70,1045.28,107.28,24,22,44677,1734
BY-115,400,624,7337.58,523.42,146,240,313467,1735
BZ-115,313,474,6416.02,625.97,128,181,280736,1736
CA-115,77,123,2016.49,217.43,39,36,86106,1737
CB-115,92,149,3079.9,1431.44,52,37,87200,1738
CC-115,62,102,1397.7,94.79,28,32,54180,1739
CD-115,88,168,1524.91,106.85,35,53,76239,1740
CE-115,130,194,2498.58,153.14,41,86,121220,1741
CF-115,20,32,541.58,40.56,8,12,29892,1742
CG-115,53,81,880.92,52.44,15,37,53025,1743
CH-115,187,295,3021.87,208.17,61,118,327658,1744
CI-115,345,503,5216.36,434.1,125,195,293724,1745
CJ-115,826,1357,12697.77,1061.78,295,525,726906,1746
CK-115,326,625,5743.78,750.31,134,181,358899,1747
CL-115,168,281,3312.59,372.79,81,85,155834,1748
CM-115,108,159,2413.23,297.6,53,54,116426,1749
CN-115,294,478,7115.75,739.95,126,161,354116,1750
CO-115,271,481,5347.21,474.35,147,124,247706,1751
CP-115,98,151,2359.97,189.24,53,43,139539,1752
CQ-115,88,157,2446.26,167.56,44,42,114122,1753
CR-115,177,247,5838.19,526.48,135,34,356799,1754
CS-115,27,42,712.67,97.07,17,9,37727,1755
CT-115,42,52,639.86,69.26,27,14,36729,1756
CU-115,22,37,557.43,67.75,14,8,33301,1757
CV-115,26,41,1142.62,141.96,14,11,43063,1758
CW-115,2,6,74.86,11.76,1,1,1417,1759
CX-115,9,13,158.42,14.68,4,5,7566,1760
CY-115,5,14,126.15,22.65,4,1,3529,1761
DA-115,4,10,134.27,18.99,3,1,4363,1762
DC-115,1,1,8.3,2.5,1,0,277,1763
DD-115,1,2,55.3,0,0,1,3710,1764
DE-115,4,6,35.42,2.72,2,2,2046,1765
DG-115,1,1,36.3,0,1,0,2029,1766
DH-115,2,2,77.56,10.46,1,1,2061,1767
DI-115,4,6,38.36,1.66,1,3,1617,1768
DL-115,4,8,258.7,25.34,4,0,12426,1770
DM-115,6,7,60.52,6.22,4,2,3207,1771
DN-115,3,5,85.37,13.43,2,1,4393,1772
DP-115,4,10,180.78,1,1,3,11552,1773
DQ-115,3,6,141.14,16.66,3,0,7260,1774
DS-115,2,2,41.1,3,1,0,2145,1775
DT-115,1,1,11.76,1.96,1,0,667,1776
DU-115,7,15,463.49,134.85,4,3,15816,1777
DV-115,7,8,705.09,16.41,3,2,13663,1778
DW-115,17,23,1042.66,41.52,9,5,31601,1779
DX-115,1,1,5.75,0.95,1,0,175,1780
DY-115,4,12,186.81,36.07,4,0,7897,1781
DZ-115,1,1,120,116.2,1,0,10,1782
EA-115,2,2,160.65,23.05,2,0,62,1783
EB-115,2,3,21.1,2,1,0,910,1784
EC-115,2,2,128.82,10,1,1,82,1785
EK-115,1,2,11,2.2,1,0,454,1791
EM-115,4,4,15.15,0.95,3,0,194,1793
ET-115,1,1,176.3,25,1,0,47,1798
GG-115,1,1,32.3,0,0,1,845,1802
G-114,1,1,125.38,25.08,1,0,30,1806
K-114,1,1,137.3,0,0,0,47,1807
U-114,1,1,136.8,0,1,0,113,1813
Z-114,1,1,164.45,27.4,1,0,49,1816
AC-114,1,1,120.35,20.05,1,0,144,1818
AD-114,2,2,158.3,0,2,0,66,1819
AE-114,3,4,315.4,12,2,1,42,1820
AO-114,2,2,199.1,0,2,0,102,1828
AP-114,1,1,23.14,0,0,1,1657,1829
AX-114,1,1,11.3,0,0,0,292,1831
AY-114,3,3,387.75,41.35,2,1,5783,1832
BA-114,5,8,501.86,198.03,5,0,6606,1834
BB-114,1,1,144.35,24.05,1,0,36,1835
BC-114,3,5,94.98,0,0,3,89652,1836
BD-114,1,2,55.38,2,1,0,1764,1837
BF-114,3,3,37.5,1.1,1,2,2539,1839
BH-114,1,1,98.5,19.7,1,0,2247,1841
BK-114,10,16,267.6,8.06,3,7,7003,1844
BL-114,2,3,67.55,9.95,1,1,2324,1845
BM-114,6,10,311.65,90.85,4,2,5244,1846
BN-114,1,1,10.8,0,0,1,515,1847
BO-114,50,172,917.82,101.24,36,14,48895,1848
BP-114,147,316,2482.12,253.78,96,51,146632,1849
BQ-114,19,20,554.34,37.98,9,10,22097,1850
BR-114,4,15,92.24,0,1,3,2778,1851
BW-114,13,17,589.94,96.88,6,7,13337,1852
BX-114,69,102,2162.63,329.7,43,26,84018,1853
BY-114,211,327,3887.33,404.02,95,112,150770,1854
BZ-114,936,1424,18986.56,1748.08,459,460,996288,1855
CA-114,296,458,6191.12,622.14,137,152,360919,1856
CB-114,411,612,11075.17,3045.62,173,234,416874,1857
CC-114,278,488,5674.44,1213.57,97,175,380798,1858
CD-114,33,54,756.03,71.68,14,19,54942,1859
CE-114,64,100,1215.32,92.08,25,36,67460,1860
CF-114,59,92,1218.45,69.87,26,31,66100,1861
CG-114,50,72,673.65,36.61,18,32,35862,1862
CH-114,475,788,8174.33,541.18,161,306,492600,1863
CI-114,600,873,12338.27,1412.27,320,269,618275,1864
CJ-114,1478,2244,25882.39,2382.44,732,730,1286127,1865
CK-114,187,318,3313.1,357.84,116,62,157043,1866
CL-114,199,347,4028.41,354.97,109,85,212048,1867
CM-114,486,789,10057.7,926.23,277,199,627115,1868
CN-114,295,477,6938.07,934.16,165,120,358378,1869
CO-114,131,183,2613.94,225.61,76,47,151443,1870
CP-114,130,231,2695.61,161.91,55,71,152448,1871
CQ-114,175,275,5010.56,313.11,107,64,291370,1872
CR-114,198,334,3705.15,237.63,87,103,243798,1873
CS-114,12,27,184.96,3.36,4,6,9240,1874
CT-114,107,207,2681.8,352.26,59,46,208401,1875
CU-114,75,123,1791.6,182.56,60,14,93378,1876
CV-114,81,161,1970.06,49.09,31,47,259769,1877
CW-114,72,118,3321.84,382.4,36,30,104326,1878
CX-114,84,137,4542.41,556.55,48,25,136862,1879
CY-114,1,1,43.8,5,1,0,1272,1880
CZ-114,3,5,19.26,1.36,1,2,653,1881
DC-114,1,5,58.34,0,0,1,1779,1882
DE-114,1,5,6.96,1.16,1,0,231,1883
DF-114,1,1,24.8,0,0,1,873,1884
DH-114,4,4,176.6,33.82,3,1,7857,1886
DI-114,1,1,63.35,10.55,1,0,3458,1887
DJ-114,2,3,94.7,6.06,2,0,6563,1888
DK-114,1,2,70.01,11.67,1,0,3706,1889
DL-114,2,4,64.1,5,1,1,2657,1890
DM-114,3,4,83.9,8,1,2,3884,1891
DN-114,12,17,671.22,74.46,7,4,32229,1892
DO-114,5,5,292.05,47.01,4,1,13430,1893
DP-114,8,9,337.94,33.96,4,4,16936,1894
DQ-114,4,7,212.93,26.65,3,1,11640,1895
DR-114,4,7,156.94,11.66,1,3,8055,1896
DS-114,1,1,54.84,8,1,0,1714,1897
DT-114,1,1,42.96,7.16,1,0,1593,1898
DU-114,1,0,36.3,6,1,0,6,1899
DV-114,17,26,1174.77,134.05,10,6,39171,1900
DW-114,116,137,3071.13,276.42,74,36,138482,1901
DX-114,6,11,261.55,14.67,2,2,11501,1902
DY-114,3,3,63.4,0,0,3,1883,1903
DZ-114,5,10,319.2,39,3,2,284,1904
EA-114,1,1,67.34,9,1,0,1943,1905
EB-114,2,2,96.14,17.5,1,1,4036,1906
EC-114,5,6,175.5,0,3,1,3488,1907
EF-114,1,1,127.3,15,1,0,28,1910
EK-114,2,2,61.65,0.05,1,1,564,1915
EM-114,1,1,4.8,0,0,0,92,1917
EO-114,1,2,3.8,0,0,1,15,1919
ER-114,2,8,103.31,0.01,1,1,36,1922
EX-114,1,1,141.3,20,1,0,32,1928
I-113,1,2,240.8,0,0,1,249,1930
K-113,1,1,150.3,0,1,0,36,1932
Z-113,1,1,58.3,8,1,0,35,1944
AA-113,1,1,157.3,0,1,0,23,1945
AC-113,2,2,327.65,42.05,2,0,51,1947
AF-113,2,2,222.75,12.15,2,0,246,1948
AG-113,1,1,185.3,0,0,1,67,1949
AL-113,1,1,206.75,34.45,1,0,28,1952
AO-113,1,1,11.76,1.96,1,0,654,1955
AQ-113,1,1,23.89,0,0,1,868,1957
AU-113,3,3,281.02,0,1,2,2020,1958
AV-113,1,1,0.3,0,0,0,91,1959
AW-113,6,10,675.53,61.38,2,4,5915,1960
BB-113,31,58,553.56,53.18,14,17,24830,1964
BC-113,34,73,715.17,54.85,17,17,38858,1965
BD-113,2,2,76.49,10.89,1,1,2628,1966
BE-113,6,36,114.17,8.33,5,1,6217,1967
BF-113,2,2,24.16,0,0,1,2070,1968
BG-113,2,2,61.68,0,1,1,1103,1969
BH-113,2,3,28.1,0,1,1,1418,1970
BK-113,6,9,136.38,0,0,4,12777,1973
BL-113,13,13,169.02,17.12,9,4,9936,1974
BM-113,1,3,14.69,3.39,1,0,690,1975
BN-113,42,135,730.45,83.77,30,12,44808,1976
BO-113,260,658,3915.92,396.76,171,89,314241,1977
BP-113,91,174,1304.7,124.61,55,35,80380,1978
BQ-113,5,11,150.92,5.42,3,2,6162,1979
BR-113,5,10,115.41,13.41,2,3,6296,1980
BX-113,84,141,2394.8,271.39,43,39,165416,1981
BY-113,138,221,2889.63,312.15,67,67,120504,1982
BZ-113,851,1335,16757.66,1413.47,388,450,842670,1983
CA-113,443,703,9902.58,2057.8,188,243,377040,1984
CB-113,107,210,2730.18,529.3,39,66,197736,1985
